sample_fp	plate	well	tile	round
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-058__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	58	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-058__Channel_AF750,Cy3,DAPI.nd2	1	A3	58	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-058__Channel_Cy5,Cy3,DAPI.nd2	1	A3	58	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-059__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	59	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-059__Channel_AF750,Cy3,DAPI.nd2	1	A3	59	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-059__Channel_Cy5,Cy3,DAPI.nd2	1	A3	59	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-060__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	60	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-060__Channel_AF750,Cy3,DAPI.nd2	1	A3	60	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-060__Channel_Cy5,Cy3,DAPI.nd2	1	A3	60	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-061__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	61	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-061__Channel_AF750,Cy3,DAPI.nd2	1	A3	61	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-061__Channel_Cy5,Cy3,DAPI.nd2	1	A3	61	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-062__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	62	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-062__Channel_AF750,Cy3,DAPI.nd2	1	A3	62	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-062__Channel_Cy5,Cy3,DAPI.nd2	1	A3	62	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-063__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	63	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-063__Channel_AF750,Cy3,DAPI.nd2	1	A3	63	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-063__Channel_Cy5,Cy3,DAPI.nd2	1	A3	63	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-064__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	64	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-064__Channel_AF750,Cy3,DAPI.nd2	1	A3	64	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-064__Channel_Cy5,Cy3,DAPI.nd2	1	A3	64	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-065__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	65	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-065__Channel_AF750,Cy3,DAPI.nd2	1	A3	65	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-065__Channel_Cy5,Cy3,DAPI.nd2	1	A3	65	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-066__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	66	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-066__Channel_AF750,Cy3,DAPI.nd2	1	A3	66	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-066__Channel_Cy5,Cy3,DAPI.nd2	1	A3	66	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-067__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	67	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-067__Channel_AF750,Cy3,DAPI.nd2	1	A3	67	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-067__Channel_Cy5,Cy3,DAPI.nd2	1	A3	67	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-068__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	68	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-068__Channel_AF750,Cy3,DAPI.nd2	1	A3	68	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-068__Channel_Cy5,Cy3,DAPI.nd2	1	A3	68	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-069__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	69	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-069__Channel_AF750,Cy3,DAPI.nd2	1	A3	69	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-069__Channel_Cy5,Cy3,DAPI.nd2	1	A3	69	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-070__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	70	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-070__Channel_AF750,Cy3,DAPI.nd2	1	A3	70	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-070__Channel_Cy5,Cy3,DAPI.nd2	1	A3	70	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-071__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	71	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-071__Channel_AF750,Cy3,DAPI.nd2	1	A3	71	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-071__Channel_Cy5,Cy3,DAPI.nd2	1	A3	71	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-072__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	72	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-072__Channel_AF750,Cy3,DAPI.nd2	1	A3	72	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-072__Channel_Cy5,Cy3,DAPI.nd2	1	A3	72	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-073__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	73	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-073__Channel_AF750,Cy3,DAPI.nd2	1	A3	73	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-073__Channel_Cy5,Cy3,DAPI.nd2	1	A3	73	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-074__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	74	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-074__Channel_AF750,Cy3,DAPI.nd2	1	A3	74	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-074__Channel_Cy5,Cy3,DAPI.nd2	1	A3	74	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-075__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	75	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-075__Channel_AF750,Cy3,DAPI.nd2	1	A3	75	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-075__Channel_Cy5,Cy3,DAPI.nd2	1	A3	75	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-076__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	76	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-076__Channel_AF750,Cy3,DAPI.nd2	1	A3	76	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-076__Channel_Cy5,Cy3,DAPI.nd2	1	A3	76	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-077__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	77	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-077__Channel_AF750,Cy3,DAPI.nd2	1	A3	77	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-077__Channel_Cy5,Cy3,DAPI.nd2	1	A3	77	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-078__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	78	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-078__Channel_AF750,Cy3,DAPI.nd2	1	A3	78	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-078__Channel_Cy5,Cy3,DAPI.nd2	1	A3	78	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-079__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	79	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-079__Channel_AF750,Cy3,DAPI.nd2	1	A3	79	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-079__Channel_Cy5,Cy3,DAPI.nd2	1	A3	79	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-080__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	80	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-080__Channel_AF750,Cy3,DAPI.nd2	1	A3	80	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-080__Channel_Cy5,Cy3,DAPI.nd2	1	A3	80	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-081__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	81	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-081__Channel_AF750,Cy3,DAPI.nd2	1	A3	81	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-081__Channel_Cy5,Cy3,DAPI.nd2	1	A3	81	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-082__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	82	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-082__Channel_AF750,Cy3,DAPI.nd2	1	A3	82	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-082__Channel_Cy5,Cy3,DAPI.nd2	1	A3	82	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-083__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	83	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-083__Channel_AF750,Cy3,DAPI.nd2	1	A3	83	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-083__Channel_Cy5,Cy3,DAPI.nd2	1	A3	83	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-084__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	84	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-084__Channel_AF750,Cy3,DAPI.nd2	1	A3	84	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-084__Channel_Cy5,Cy3,DAPI.nd2	1	A3	84	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-085__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	85	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-085__Channel_AF750,Cy3,DAPI.nd2	1	A3	85	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-085__Channel_Cy5,Cy3,DAPI.nd2	1	A3	85	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-086__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	86	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-086__Channel_AF750,Cy3,DAPI.nd2	1	A3	86	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-086__Channel_Cy5,Cy3,DAPI.nd2	1	A3	86	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-087__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	87	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-087__Channel_AF750,Cy3,DAPI.nd2	1	A3	87	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-087__Channel_Cy5,Cy3,DAPI.nd2	1	A3	87	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-088__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	88	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-088__Channel_AF750,Cy3,DAPI.nd2	1	A3	88	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-088__Channel_Cy5,Cy3,DAPI.nd2	1	A3	88	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-089__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	89	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-089__Channel_AF750,Cy3,DAPI.nd2	1	A3	89	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-089__Channel_Cy5,Cy3,DAPI.nd2	1	A3	89	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-090__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	90	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-090__Channel_AF750,Cy3,DAPI.nd2	1	A3	90	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-090__Channel_Cy5,Cy3,DAPI.nd2	1	A3	90	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-091__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	91	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-091__Channel_AF750,Cy3,DAPI.nd2	1	A3	91	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-091__Channel_Cy5,Cy3,DAPI.nd2	1	A3	91	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-092__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	92	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-092__Channel_AF750,Cy3,DAPI.nd2	1	A3	92	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-092__Channel_Cy5,Cy3,DAPI.nd2	1	A3	92	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-093__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	93	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-093__Channel_AF750,Cy3,DAPI.nd2	1	A3	93	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-093__Channel_Cy5,Cy3,DAPI.nd2	1	A3	93	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-094__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	94	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-094__Channel_AF750,Cy3,DAPI.nd2	1	A3	94	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-094__Channel_Cy5,Cy3,DAPI.nd2	1	A3	94	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-095__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	95	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-095__Channel_AF750,Cy3,DAPI.nd2	1	A3	95	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-095__Channel_Cy5,Cy3,DAPI.nd2	1	A3	95	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-096__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	96	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-096__Channel_AF750,Cy3,DAPI.nd2	1	A3	96	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-096__Channel_Cy5,Cy3,DAPI.nd2	1	A3	96	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-097__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	97	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-097__Channel_AF750,Cy3,DAPI.nd2	1	A3	97	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-097__Channel_Cy5,Cy3,DAPI.nd2	1	A3	97	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-098__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	98	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-098__Channel_AF750,Cy3,DAPI.nd2	1	A3	98	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-098__Channel_Cy5,Cy3,DAPI.nd2	1	A3	98	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-099__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	99	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-099__Channel_AF750,Cy3,DAPI.nd2	1	A3	99	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-099__Channel_Cy5,Cy3,DAPI.nd2	1	A3	99	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-100__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	100	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-100__Channel_AF750,Cy3,DAPI.nd2	1	A3	100	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-100__Channel_Cy5,Cy3,DAPI.nd2	1	A3	100	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-101__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	101	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-101__Channel_AF750,Cy3,DAPI.nd2	1	A3	101	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-101__Channel_Cy5,Cy3,DAPI.nd2	1	A3	101	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-102__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	102	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-102__Channel_AF750,Cy3,DAPI.nd2	1	A3	102	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-102__Channel_Cy5,Cy3,DAPI.nd2	1	A3	102	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-103__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	103	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-103__Channel_AF750,Cy3,DAPI.nd2	1	A3	103	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-103__Channel_Cy5,Cy3,DAPI.nd2	1	A3	103	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-104__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	104	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-104__Channel_AF750,Cy3,DAPI.nd2	1	A3	104	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-104__Channel_Cy5,Cy3,DAPI.nd2	1	A3	104	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-105__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	105	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-105__Channel_AF750,Cy3,DAPI.nd2	1	A3	105	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-105__Channel_Cy5,Cy3,DAPI.nd2	1	A3	105	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-106__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	106	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-106__Channel_AF750,Cy3,DAPI.nd2	1	A3	106	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-106__Channel_Cy5,Cy3,DAPI.nd2	1	A3	106	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-107__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	107	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-107__Channel_AF750,Cy3,DAPI.nd2	1	A3	107	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-107__Channel_Cy5,Cy3,DAPI.nd2	1	A3	107	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-108__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	108	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-108__Channel_AF750,Cy3,DAPI.nd2	1	A3	108	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-108__Channel_Cy5,Cy3,DAPI.nd2	1	A3	108	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-109__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	109	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-109__Channel_AF750,Cy3,DAPI.nd2	1	A3	109	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-109__Channel_Cy5,Cy3,DAPI.nd2	1	A3	109	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-110__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	110	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-110__Channel_AF750,Cy3,DAPI.nd2	1	A3	110	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-110__Channel_Cy5,Cy3,DAPI.nd2	1	A3	110	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-111__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	111	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-111__Channel_AF750,Cy3,DAPI.nd2	1	A3	111	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-111__Channel_Cy5,Cy3,DAPI.nd2	1	A3	111	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-112__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	112	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-112__Channel_AF750,Cy3,DAPI.nd2	1	A3	112	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-112__Channel_Cy5,Cy3,DAPI.nd2	1	A3	112	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-113__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	113	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-113__Channel_AF750,Cy3,DAPI.nd2	1	A3	113	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-113__Channel_Cy5,Cy3,DAPI.nd2	1	A3	113	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-114__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	114	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-114__Channel_AF750,Cy3,DAPI.nd2	1	A3	114	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-114__Channel_Cy5,Cy3,DAPI.nd2	1	A3	114	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-115__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	115	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-115__Channel_AF750,Cy3,DAPI.nd2	1	A3	115	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-115__Channel_Cy5,Cy3,DAPI.nd2	1	A3	115	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-116__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	116	1
